AnnotationID,Section,Session_ID,Window_Index,Window_Position,Start_Time,End_Time,n_events,n_users,User_Distribution,Top_User_Share,Dominant_Event,R_event,Dominant_Component,R_component,Event_Distribution,Component_Distribution,Prior_Window_Summary,Next_Window_Summary,Alignment,Dispersion,Stability,Action,Notes
256,Sec-01,55,54,Window 22 of 56 in this session,3/15/2026 8:18,3/15/2026 8:19,44,14,"S1=10, S2=8, S3=4, S4=3, S5=3, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=1, S14=1",0.23,Quiz attempt viewed,0.455,Quiz,1,"Quiz attempt viewed: 20, Quiz attempt updated: 19, Quiz attempt auto-saved: 4, Quiz attempt started: 1",Quiz: 44,"W53 [08:17]: 49 events, n_users=13, dominant=Quiz attempt viewed","W55 [08:19]: 59 events, n_users=17, dominant=Quiz attempt updated",,,,,
257,Sec-01,55,84,Window 52 of 56 in this session,3/15/2026 8:48,3/15/2026 8:49,8,3,"S1=3, S2=3, S3=2",0.38,Quiz attempt viewed,0.25,Quiz,0.875,"Quiz attempt viewed: 2, Quiz attempt updated: 2, User graded: 1, Course module viewed: 1, Quiz attempt submitted: 1","Quiz: 7, System: 1","W83 [08:47]: 16 events, n_users=4, dominant=Quiz attempt updated","W89 [08:53]: 3 events, n_users=3, dominant=Quiz attempt auto-saved",,,,,
258,Sec-01,55,90,Window 54 of 56 in this session,3/15/2026 8:54,3/15/2026 8:55,12,4,"S1=5, S2=3, S3=3, S4=1",0.42,Quiz attempt viewed,0.25,Quiz,0.75,"Quiz attempt viewed: 3, Quiz attempt updated: 2, Course viewed: 2, Quiz attempt summary viewed: 1, Course module viewed: 1","Quiz: 9, System: 3","W89 [08:53]: 3 events, n_users=3, dominant=Quiz attempt auto-saved","W91 [08:55]: 27 events, n_users=3, dominant=Quiz attempt updated",,,,,
259,Sec-01,55,40,Window 8 of 56 in this session,3/15/2026 8:04,3/15/2026 8:05,18,12,"S1=2, S2=2, S3=2, S4=2, S5=2, S6=2, S7=1, S8=1, S9=1, S10=1, S11=1, S12=1",0.11,Quiz attempt auto-saved,0.333,Quiz,1,"Quiz attempt auto-saved: 6, Quiz attempt viewed: 6, Quiz attempt updated: 5, Quiz attempt started: 1",Quiz: 18,"W39 [08:03]: 23 events, n_users=12, dominant=Quiz attempt auto-saved","W41 [08:05]: 35 events, n_users=14, dominant=Quiz attempt updated",,,,,
260,Sec-01,55,41,Window 9 of 56 in this session,3/15/2026 8:05,3/15/2026 8:06,35,14,"S1=6, S2=6, S3=3, S4=3, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1",0.17,Quiz attempt updated,0.4,Quiz,0.943,"Quiz attempt viewed: 14, Quiz attempt updated: 14, Quiz attempt auto-saved: 4, Course viewed: 2, Course module viewed: 1","Quiz: 33, System: 2","W40 [08:04]: 18 events, n_users=12, dominant=Quiz attempt auto-saved","W42 [08:06]: 28 events, n_users=12, dominant=Quiz attempt viewed",,,,,
261,Sec-01,55,56,Window 24 of 56 in this session,3/15/2026 8:20,3/15/2026 8:21,33,13,"S1=6, S2=4, S3=4, S4=3, S5=3, S6=2, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1",0.18,Quiz attempt viewed,0.424,Quiz,1,"Quiz attempt viewed: 14, Quiz attempt updated: 14, Quiz attempt auto-saved: 5",Quiz: 33,"W55 [08:19]: 59 events, n_users=17, dominant=Quiz attempt updated","W57 [08:21]: 55 events, n_users=13, dominant=Quiz attempt updated",,,,,
262,Sec-01,55,69,Window 37 of 56 in this session,3/15/2026 8:33,3/15/2026 8:34,39,11,"S1=10, S2=6, S3=5, S4=4, S5=4, S6=2, S7=2, S8=2, S9=2, S10=1, S11=1",0.26,Quiz attempt updated,0.436,Quiz,0.974,"Quiz attempt updated: 17, Quiz attempt viewed: 15, Quiz attempt auto-saved: 2, Quiz attempt summary viewed: 2, Course module viewed: 1","Quiz: 38, System: 1","W68 [08:32]: 51 events, n_users=14, dominant=Quiz attempt updated","W70 [08:34]: 73 events, n_users=14, dominant=Quiz attempt updated",,,,,
263,Sec-01,55,47,Window 15 of 56 in this session,3/15/2026 8:11,3/15/2026 8:12,41,17,"S1=8, S2=6, S3=4, S4=3, S5=3, S6=3, S7=2, S8=2, S9=2, S10=1, S11=1, S12=1, S13=1, S14=1, S15=1, S16=1, S17=1",0.2,Quiz attempt viewed,0.341,Quiz,1,"Quiz attempt viewed: 14, Quiz attempt updated: 13, Quiz attempt auto-saved: 11, Course module viewed: 2, Quiz attempt summary viewed: 1",Quiz: 41,"W46 [08:10]: 29 events, n_users=14, dominant=Quiz attempt viewed","W48 [08:12]: 33 events, n_users=14, dominant=Quiz attempt viewed",,,,,
264,Sec-01,55,74,Window 42 of 56 in this session,3/15/2026 8:38,3/15/2026 8:39,41,7,"S1=18, S2=6, S3=5, S4=4, S5=3, S6=3, S7=2",0.44,Quiz attempt updated,0.341,Quiz,0.854,"Quiz attempt updated: 14, Quiz attempt viewed: 12, Course viewed: 4, Course module viewed: 4, Quiz attempt summary viewed: 2","Quiz: 35, System: 6","W73 [08:37]: 60 events, n_users=11, dominant=Quiz attempt updated","W75 [08:39]: 26 events, n_users=7, dominant=Quiz attempt updated",,,,,
265,Sec-01,55,80,Window 48 of 56 in this session,3/15/2026 8:44,3/15/2026 8:45,42,6,"S1=18, S2=9, S3=8, S4=4, S5=2, S6=1",0.43,Quiz attempt updated,0.452,Quiz,0.976,"Quiz attempt updated: 19, Quiz attempt viewed: 18, Quiz attempt auto-saved: 1, Quiz attempt summary viewed: 1, User graded: 1","Quiz: 41, System: 1","W79 [08:43]: 37 events, n_users=6, dominant=Quiz attempt updated","W81 [08:45]: 37 events, n_users=6, dominant=Quiz attempt updated",,,,,
266,Sec-01,55,50,Window 18 of 56 in this session,3/15/2026 8:14,3/15/2026 8:15,36,16,"S1=6, S2=6, S3=4, S4=4, S5=2, S6=2, S7=2, S8=2, S9=1, S10=1, S11=1, S12=1, S13=1, S14=1, S15=1, S16=1",0.17,Quiz attempt updated,0.333,Quiz,0.944,"Quiz attempt updated: 12, Quiz attempt viewed: 11, Quiz attempt auto-saved: 8, Quiz attempt summary viewed: 1, Course module viewed: 1","Quiz: 34, System: 2","W49 [08:13]: 41 events, n_users=14, dominant=Quiz attempt viewed","W51 [08:15]: 37 events, n_users=16, dominant=Quiz attempt viewed",,,,,
267,Sec-01,55,78,Window 46 of 56 in this session,3/15/2026 8:42,3/15/2026 8:43,23,6,"S1=10, S2=6, S3=2, S4=2, S5=2, S6=1",0.43,Quiz attempt viewed,0.478,Quiz,1,"Quiz attempt viewed: 11, Quiz attempt updated: 11, Quiz attempt auto-saved: 1",Quiz: 23,"W77 [08:41]: 48 events, n_users=9, dominant=Quiz attempt viewed","W79 [08:43]: 37 events, n_users=6, dominant=Quiz attempt updated",,,,,
268,Sec-01,55,63,Window 31 of 56 in this session,3/15/2026 8:27,3/15/2026 8:28,27,10,"S1=6, S2=4, S3=4, S4=3, S5=2, S6=2, S7=2, S8=2, S9=1, S10=1",0.22,Quiz attempt updated,0.481,Quiz,1,"Quiz attempt updated: 13, Quiz attempt viewed: 12, Quiz attempt auto-saved: 2",Quiz: 27,"W62 [08:26]: 47 events, n_users=18, dominant=Quiz attempt updated","W64 [08:28]: 39 events, n_users=12, dominant=Quiz attempt viewed",,,,,
269,Sec-01,68,63,Window 16 of 17 in this session,3/17/2026 8:55,3/17/2026 8:56,8,3,"S1=6, S2=1, S3=1",0.75,Quiz attempt auto-saved,0.25,Quiz,0.75,"Quiz attempt auto-saved: 2, Quiz attempt summary viewed: 1, Quiz attempt updated: 1, Quiz attempt submitted: 1, User graded: 1","Quiz: 6, System: 2","W61 [08:53]: 9 events, n_users=4, dominant=Quiz attempt updated","W64 [08:56]: 8 events, n_users=3, dominant=Course viewed",,,,,
270,Sec-01,68,57,Window 11 of 17 in this session,3/17/2026 8:49,3/17/2026 8:50,5,3,"S1=2, S2=2, S3=1",0.4,Quiz attempt viewed,0.4,Quiz,1,"Quiz attempt viewed: 2, Quiz attempt updated: 2, Quiz attempt auto-saved: 1",Quiz: 5,"W55 [08:47]: 7 events, n_users=4, dominant=Quiz attempt auto-saved","W58 [08:50]: 7 events, n_users=3, dominant=Quiz attempt auto-saved",,,,,
271,Sec-01,68,64,Window 17 of 17 in this session,3/17/2026 8:56,3/17/2026 8:57,8,3,"S1=3, S2=3, S3=2",0.38,Course viewed,0.25,Quiz,0.75,"Course viewed: 2, Quiz attempt auto-saved: 2, Quiz attempt viewed: 2, Quiz attempt updated: 2","Quiz: 6, System: 2","W63 [08:55]: 8 events, n_users=3, dominant=Quiz attempt auto-saved",(none — last retained window of session),,,,,
272,Sec-02,7,14,Window 4 of 5 in this session,2/17/2026 9:34,2/17/2026 9:35,19,8,"S1=7, S2=3, S3=2, S4=2, S5=2, S6=1, S7=1, S8=1",0.37,Course module viewed,0.737,File,0.632,"Course module viewed: 14, Course viewed: 2, The status of the submission has been viewed.: 2, Section viewed: 1","File: 12, Assignment: 4, System: 3","W3 [09:23]: 9 events, n_users=3, dominant=Course module viewed","W15 [09:35]: 20 events, n_users=9, dominant=Course module viewed",,,,,
273,Sec-02,36,52,Window 28 of 48 in this session,3/15/2026 8:26,3/15/2026 8:27,72,14,"S1=16, S2=12, S3=10, S4=6, S5=6, S6=4, S7=4, S8=3, S9=3, S10=2, S11=2, S12=2, S13=1, S14=1",0.22,Quiz attempt viewed,0.472,Quiz,0.986,"Quiz attempt viewed: 34, Quiz attempt updated: 33, Quiz attempt auto-saved: 3, Course viewed: 1, Course module viewed: 1","Quiz: 71, System: 1","W51 [08:25]: 63 events, n_users=14, dominant=Quiz attempt viewed","W53 [08:27]: 65 events, n_users=16, dominant=Quiz attempt updated",,,,,
274,Sec-02,36,44,Window 20 of 48 in this session,3/15/2026 8:18,3/15/2026 8:19,45,14,"S1=10, S2=10, S3=6, S4=3, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1, S14=1",0.22,Quiz attempt viewed,0.444,Quiz,1,"Quiz attempt viewed: 20, Quiz attempt updated: 20, Quiz attempt auto-saved: 5",Quiz: 45,"W43 [08:17]: 35 events, n_users=16, dominant=Quiz attempt viewed","W45 [08:19]: 59 events, n_users=18, dominant=Quiz attempt viewed",,,,,
275,Sec-02,36,32,Window 8 of 48 in this session,3/15/2026 8:06,3/15/2026 8:07,46,13,"S1=20, S2=3, S3=3, S4=3, S5=3, S6=3, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1",0.43,Quiz attempt viewed,0.413,Quiz,1,"Quiz attempt viewed: 19, Quiz attempt updated: 18, Quiz attempt auto-saved: 7, Course module viewed: 1, Quiz attempt started: 1",Quiz: 46,"W31 [08:05]: 39 events, n_users=15, dominant=Quiz attempt viewed","W33 [08:07]: 28 events, n_users=16, dominant=Quiz attempt viewed",,,,,
276,Sec-02,36,53,Window 29 of 48 in this session,3/15/2026 8:27,3/15/2026 8:28,65,16,"S1=16, S2=13, S3=8, S4=6, S5=3, S6=3, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=1, S14=1, S15=1, S16=1",0.25,Quiz attempt updated,0.415,Quiz,0.969,"Quiz attempt updated: 27, Quiz attempt viewed: 26, Quiz attempt auto-saved: 7, Quiz attempt summary viewed: 1, Course module viewed: 1","Quiz: 63, System: 2","W52 [08:26]: 72 events, n_users=14, dominant=Quiz attempt viewed","W54 [08:28]: 50 events, n_users=18, dominant=Quiz attempt updated",,,,,
277,Sec-02,36,49,Window 25 of 48 in this session,3/15/2026 8:23,3/15/2026 8:24,79,21,"S1=14, S2=10, S3=8, S4=8, S5=6, S6=4, S7=4, S8=3, S9=3, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=2, S17=1, S18=1, S19=1, S20=1, S21=1",0.18,Quiz attempt viewed,0.468,Quiz,1,"Quiz attempt viewed: 37, Quiz attempt updated: 36, Quiz attempt auto-saved: 6",Quiz: 79,"W48 [08:22]: 63 events, n_users=18, dominant=Quiz attempt updated","W50 [08:24]: 52 events, n_users=16, dominant=Quiz attempt updated",,,,,
278,Sec-02,36,56,Window 32 of 48 in this session,3/15/2026 8:30,3/15/2026 8:31,47,17,"S1=10, S2=4, S3=4, S4=4, S5=3, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=1, S17=1",0.21,Quiz attempt viewed,0.447,Quiz,0.979,"Quiz attempt viewed: 21, Quiz attempt updated: 21, Quiz attempt auto-saved: 2, Course module viewed: 1, Quiz attempt submitted: 1","Quiz: 46, System: 1","W55 [08:29]: 75 events, n_users=16, dominant=Quiz attempt viewed","W57 [08:31]: 59 events, n_users=12, dominant=Quiz attempt updated",,,,,
279,Sec-02,36,55,Window 31 of 48 in this session,3/15/2026 8:29,3/15/2026 8:30,75,16,"S1=12, S2=10, S3=10, S4=8, S5=8, S6=6, S7=4, S8=4, S9=2, S10=2, S11=2, S12=2, S13=2, S14=1, S15=1, S16=1",0.16,Quiz attempt viewed,0.48,Quiz,0.987,"Quiz attempt viewed: 36, Quiz attempt updated: 36, Course module viewed: 1, Section viewed: 1, Quiz attempt summary viewed: 1","Quiz: 74, System: 1","W54 [08:28]: 50 events, n_users=18, dominant=Quiz attempt updated","W56 [08:30]: 47 events, n_users=17, dominant=Quiz attempt viewed",,,,,
280,Sec-02,36,26,Window 2 of 48 in this session,3/15/2026 8:00,3/15/2026 8:01,13,10,"S1=2, S2=2, S3=2, S4=1, S5=1, S6=1, S7=1, S8=1, S9=1, S10=1",0.15,Course module viewed,0.615,Quiz,0.923,"Course module viewed: 8, Quiz attempt started: 2, Quiz attempt viewed: 2, Course viewed: 1","Quiz: 12, System: 1","W25 [07:59]: 6 events, n_users=5, dominant=Course viewed","W27 [08:01]: 39 events, n_users=16, dominant=Quiz attempt viewed",,,,,
281,Sec-02,36,33,Window 9 of 48 in this session,3/15/2026 8:07,3/15/2026 8:08,28,16,"S1=3, S2=2, S3=2, S4=2, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1, S16=1",0.11,Quiz attempt viewed,0.393,Quiz,0.964,"Quiz attempt viewed: 11, Quiz attempt updated: 11, Quiz attempt auto-saved: 5, Course viewed: 1","Quiz: 27, System: 1","W32 [08:06]: 46 events, n_users=13, dominant=Quiz attempt viewed","W34 [08:08]: 31 events, n_users=16, dominant=Quiz attempt viewed",,,,,
282,Sec-02,36,36,Window 12 of 48 in this session,3/15/2026 8:10,3/15/2026 8:11,41,17,"S1=10, S2=6, S3=3, S4=2, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1, S16=1, S17=1",0.24,Quiz attempt updated,0.415,Quiz,1,"Quiz attempt viewed: 17, Quiz attempt updated: 17, Quiz attempt auto-saved: 7",Quiz: 41,"W35 [08:09]: 39 events, n_users=17, dominant=Quiz attempt viewed","W37 [08:11]: 21 events, n_users=13, dominant=Quiz attempt auto-saved",,,,,
283,Sec-02,36,65,Window 41 of 48 in this session,3/15/2026 8:39,3/15/2026 8:40,27,7,"S1=12, S2=5, S3=4, S4=2, S5=2, S6=1, S7=1",0.44,Quiz attempt updated,0.37,Quiz,0.926,"Quiz attempt viewed: 10, Quiz attempt updated: 10, Course module viewed: 2, Quiz attempt auto-saved: 2, Quiz attempt submitted: 1","Quiz: 25, System: 2","W64 [08:38]: 72 events, n_users=11, dominant=Quiz attempt updated","W66 [08:40]: 46 events, n_users=11, dominant=Quiz attempt updated",,,,,
284,Sec-02,36,67,Window 43 of 48 in this session,3/15/2026 8:41,3/15/2026 8:42,28,4,"S1=15, S2=10, S3=2, S4=1",0.54,Quiz attempt updated,0.429,Quiz,0.929,"Quiz attempt updated: 12, Quiz attempt viewed: 11, Course viewed: 1, Quiz attempt summary viewed: 1, Quiz attempt submitted: 1","Quiz: 26, System: 2","W66 [08:40]: 46 events, n_users=11, dominant=Quiz attempt updated","W68 [08:42]: 27 events, n_users=6, dominant=Quiz attempt viewed",,,,,
285,Sec-02,36,37,Window 13 of 48 in this session,3/15/2026 8:11,3/15/2026 8:12,21,13,"S1=3, S2=2, S3=2, S4=2, S5=2, S6=2, S7=2, S8=1, S9=1, S10=1, S11=1, S12=1, S13=1",0.14,Quiz attempt auto-saved,0.333,Quiz,1,"Quiz attempt auto-saved: 7, Quiz attempt viewed: 7, Quiz attempt updated: 7",Quiz: 21,"W36 [08:10]: 41 events, n_users=17, dominant=Quiz attempt updated","W38 [08:12]: 48 events, n_users=19, dominant=Quiz attempt viewed",,,,,
286,Sec-02,64,27,Window 7 of 18 in this session,4/14/2026 8:06,4/14/2026 8:07,9,4,"S1=3, S2=3, S3=2, S4=1",0.33,Course module viewed,0.778,File,0.778,"Course module viewed: 7, Course viewed: 2","File: 7, System: 2","W26 [08:05]: 21 events, n_users=8, dominant=Course module viewed","W28 [08:07]: 5 events, n_users=3, dominant=Course module viewed",,,,,
287,Sec-03,39,113,Window 35 of 40 in this session,3/15/2026 8:31,3/15/2026 8:32,58,12,"S1=21, S2=8, S3=7, S4=6, S5=4, S6=4, S7=2, S8=2, S9=1, S10=1, S11=1, S12=1",0.36,Quiz attempt updated,0.345,Quiz,0.862,"Quiz attempt updated: 20, Quiz attempt viewed: 17, Course viewed: 5, Course module viewed: 4, Quiz attempt auto-saved: 3","Quiz: 50, System: 8","W112 [08:30]: 82 events, n_users=18, dominant=Quiz attempt updated","W114 [08:32]: 36 events, n_users=9, dominant=Quiz attempt updated",,,,,
288,Sec-03,39,92,Window 14 of 40 in this session,3/15/2026 8:10,3/15/2026 8:11,47,18,"S1=8, S2=8, S3=6, S4=4, S5=3, S6=3, S7=2, S8=2, S9=2, S10=1, S11=1, S12=1, S13=1, S14=1, S15=1, S16=1, S17=1, S18=1",0.17,Quiz attempt viewed,0.362,Quiz,0.979,"Quiz attempt viewed: 17, Quiz attempt updated: 15, Quiz attempt auto-saved: 11, Quiz attempt started: 2, Course viewed: 1","Quiz: 46, System: 1","W91 [08:09]: 61 events, n_users=20, dominant=Quiz attempt viewed","W93 [08:11]: 55 events, n_users=20, dominant=Quiz attempt viewed",,,,,
289,Sec-03,39,99,Window 21 of 40 in this session,3/15/2026 8:17,3/15/2026 8:18,59,20,"S1=10, S2=8, S3=6, S4=4, S5=3, S6=3, S7=3, S8=3, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=1, S17=1, S18=1, S19=1, S20=1",0.17,Quiz attempt viewed,0.424,Quiz,1,"Quiz attempt viewed: 25, Quiz attempt updated: 24, Quiz attempt auto-saved: 8, Course module viewed: 1, Quiz attempt started: 1",Quiz: 59,"W98 [08:16]: 67 events, n_users=19, dominant=Quiz attempt viewed","W100 [08:18]: 47 events, n_users=20, dominant=Quiz attempt updated",,,,,
290,Sec-03,39,90,Window 12 of 40 in this session,3/15/2026 8:08,3/15/2026 8:09,56,18,"S1=14, S2=7, S3=6, S4=4, S5=4, S6=4, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1, S16=1, S17=1, S18=1",0.25,Quiz attempt viewed,0.429,Quiz,1,"Quiz attempt viewed: 24, Quiz attempt updated: 24, Quiz attempt auto-saved: 8",Quiz: 56,"W89 [08:07]: 35 events, n_users=16, dominant=Quiz attempt updated","W91 [08:09]: 61 events, n_users=20, dominant=Quiz attempt viewed",,,,,
291,Sec-03,39,107,Window 29 of 40 in this session,3/15/2026 8:25,3/15/2026 8:26,55,18,"S1=12, S2=6, S3=6, S4=3, S5=3, S6=3, S7=3, S8=3, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=1, S16=1, S17=1, S18=1",0.22,Quiz attempt updated,0.418,Quiz,1,"Quiz attempt updated: 23, Quiz attempt viewed: 22, Quiz attempt auto-saved: 8, Course module viewed: 1, Quiz attempt summary viewed: 1",Quiz: 55,"W106 [08:24]: 64 events, n_users=18, dominant=Quiz attempt updated","W108 [08:26]: 55 events, n_users=16, dominant=Quiz attempt viewed",,,,,
292,Sec-03,39,115,Window 37 of 40 in this session,3/15/2026 8:33,3/15/2026 8:34,48,7,"S1=13, S2=10, S3=9, S4=6, S5=4, S6=4, S7=2",0.27,Quiz attempt updated,0.458,Quiz,0.979,"Quiz attempt updated: 22, Quiz attempt viewed: 21, Quiz attempt summary viewed: 2, Course module viewed: 1, Quiz attempt submitted: 1","Quiz: 47, System: 1","W114 [08:32]: 36 events, n_users=9, dominant=Quiz attempt updated","W116 [08:34]: 28 events, n_users=7, dominant=Quiz attempt updated",,,,,
293,Sec-03,39,86,Window 8 of 40 in this session,3/15/2026 8:04,3/15/2026 8:05,17,10,"S1=3, S2=2, S3=2, S4=2, S5=2, S6=2, S7=1, S8=1, S9=1, S10=1",0.18,Course module viewed,0.588,Quiz,0.824,"Course module viewed: 10, Course viewed: 3, Quiz attempt viewed: 2, Quiz attempt started: 2","Quiz: 14, System: 3","W85 [08:03]: 13 events, n_users=11, dominant=Course module viewed","W87 [08:05]: 57 events, n_users=21, dominant=Quiz attempt viewed",,,,,
294,Sec-03,39,103,Window 25 of 40 in this session,3/15/2026 8:21,3/15/2026 8:22,43,17,"S1=14, S2=4, S3=3, S4=2, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1, S16=1, S17=1",0.33,Quiz attempt viewed,0.419,Quiz,1,"Quiz attempt viewed: 18, Quiz attempt updated: 18, Quiz attempt auto-saved: 7",Quiz: 43,"W102 [08:20]: 55 events, n_users=19, dominant=Quiz attempt viewed","W104 [08:22]: 59 events, n_users=17, dominant=Quiz attempt viewed",,,,,
295,Sec-03,39,117,Window 39 of 40 in this session,3/15/2026 8:35,3/15/2026 8:36,40,6,"S1=13, S2=10, S3=6, S4=6, S5=4, S6=1",0.32,Quiz attempt updated,0.35,Quiz,0.9,"Quiz attempt updated: 14, Quiz attempt viewed: 11, Quiz attempt summary viewed: 3, Quiz attempt submitted: 3, User graded: 3","Quiz: 36, System: 4","W116 [08:34]: 28 events, n_users=7, dominant=Quiz attempt updated","W118 [08:36]: 36 events, n_users=3, dominant=Quiz attempt updated",,,,,
296,Sec-03,39,114,Window 36 of 40 in this session,3/15/2026 8:32,3/15/2026 8:33,36,9,"S1=13, S2=6, S3=4, S4=4, S5=2, S6=2, S7=2, S8=2, S9=1",0.36,Quiz attempt updated,0.389,Quiz,0.889,"Quiz attempt updated: 14, Quiz attempt viewed: 12, Course viewed: 2, Quiz attempt summary viewed: 2, User graded: 2","Quiz: 32, System: 4","W113 [08:31]: 58 events, n_users=12, dominant=Quiz attempt updated","W115 [08:33]: 48 events, n_users=7, dominant=Quiz attempt updated",,,,,
297,Sec-04,87,9,Window 9 of 24 in this session,4/14/2026 10:11,4/14/2026 10:12,5,3,"S1=3, S2=1, S3=1",0.6,Course module viewed,0.8,File,0.8,"Course module viewed: 4, Course viewed: 1","File: 4, System: 1","W7 [10:09]: 12 events, n_users=3, dominant=Course module viewed","W10 [10:12]: 17 events, n_users=6, dominant=Course module viewed",,,,,
298,Sec-06,92,49,Window 2 of 18 in this session,4/14/2026 10:01,4/14/2026 10:02,3,3,"S1=1, S2=1, S3=1",0.33,Course module viewed,0.667,File,0.667,"Course module viewed: 2, Course viewed: 1","File: 2, System: 1","W48 [10:00]: 7 events, n_users=3, dominant=Course viewed","W51 [10:03]: 14 events, n_users=6, dominant=Course module viewed",,,,,
299,Sec-07,91,162,Window 14 of 23 in this session,4/14/2026 14:12,4/14/2026 14:13,4,3,"S1=2, S2=1, S3=1",0.5,Course module viewed,0.75,File,0.75,"Course module viewed: 3, Course viewed: 1","File: 3, System: 1","W161 [14:11]: 5 events, n_users=5, dominant=Course module viewed","W165 [14:15]: 5 events, n_users=3, dominant=Course module viewed",,,,,
300,Sec-10,11,67,Window 12 of 19 in this session,2/22/2026 12:13,2/22/2026 12:14,6,4,"S1=2, S2=2, S3=1, S4=1",0.33,Course module viewed,0.667,File,0.5,"Course module viewed: 4, Course viewed: 1, The status of the submission has been viewed.: 1","File: 3, Assignment: 2, System: 1","W66 [12:12]: 15 events, n_users=4, dominant=Course module viewed","W77 [12:23]: 11 events, n_users=4, dominant=Course module viewed",,,,,
301,Sec-12,32,58,Window 6 of 42 in this session,3/16/2026 8:06,3/16/2026 8:07,51,23,"S1=4, S2=4, S3=3, S4=2, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=2, S17=2, S18=2, S19=2, S20=2, S21=2, S22=2, S23=2",0.08,Quiz attempt viewed,0.51,Quiz,1,"Quiz attempt viewed: 26, Quiz attempt started: 23, Quiz attempt updated: 2",Quiz: 51,"W57 [08:05]: 22 events, n_users=12, dominant=Course module viewed","W59 [08:07]: 40 events, n_users=18, dominant=Quiz attempt viewed",,,,,
302,Sec-12,32,78,Window 26 of 42 in this session,3/16/2026 8:26,3/16/2026 8:27,78,18,"S1=10, S2=10, S3=8, S4=7, S5=6, S6=6, S7=6, S8=5, S9=4, S10=4, S11=2, S12=2, S13=2, S14=2, S15=1, S16=1, S17=1, S18=1",0.13,Quiz attempt updated,0.436,Quiz,0.962,"Quiz attempt updated: 34, Quiz attempt viewed: 30, Quiz attempt summary viewed: 4, Quiz attempt auto-saved: 3, Course module viewed: 2","Quiz: 75, System: 3","W77 [08:25]: 68 events, n_users=22, dominant=Quiz attempt updated","W79 [08:27]: 74 events, n_users=16, dominant=Quiz attempt updated",,,,,
303,Sec-12,32,72,Window 20 of 42 in this session,3/16/2026 8:20,3/16/2026 8:21,79,22,"S1=18, S2=9, S3=7, S4=6, S5=6, S6=5, S7=3, S8=3, S9=3, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=1, S17=1, S18=1, S19=1, S20=1, S21=1, S22=1",0.23,Quiz attempt updated,0.405,Quiz,0.987,"Quiz attempt updated: 32, Quiz attempt viewed: 31, Quiz attempt auto-saved: 11, Quiz attempt summary viewed: 2, User graded: 1","Quiz: 78, System: 1","W71 [08:19]: 37 events, n_users=18, dominant=Quiz attempt viewed","W73 [08:21]: 44 events, n_users=20, dominant=Quiz attempt updated",,,,,
304,Sec-12,32,91,Window 38 of 42 in this session,3/16/2026 8:39,3/16/2026 8:40,16,3,"S1=12, S2=2, S3=2",0.75,Quiz attempt updated,0.5,Quiz,1,"Quiz attempt updated: 8, Quiz attempt viewed: 8",Quiz: 16,"W90 [08:38]: 20 events, n_users=3, dominant=Quiz attempt viewed","W92 [08:40]: 15 events, n_users=4, dominant=Quiz attempt updated",,,,,
305,Sec-12,32,86,Window 34 of 42 in this session,3/16/2026 8:34,3/16/2026 8:35,12,6,"S1=2, S2=2, S3=2, S4=2, S5=2, S6=2",0.17,Quiz attempt updated,0.5,Quiz,1,"Quiz attempt updated: 6, Quiz attempt viewed: 5, Quiz attempt summary viewed: 1",Quiz: 12,"W85 [08:33]: 21 events, n_users=7, dominant=Quiz attempt viewed","W87 [08:35]: 16 events, n_users=5, dominant=Course module viewed",,,,,
306,Sec-12,32,89,Window 36 of 42 in this session,3/16/2026 8:37,3/16/2026 8:38,7,3,"S1=4, S2=2, S3=1",0.57,Quiz attempt viewed,0.429,Quiz,1,"Quiz attempt viewed: 3, Quiz attempt updated: 3, Quiz attempt auto-saved: 1",Quiz: 7,"W87 [08:35]: 16 events, n_users=5, dominant=Course module viewed","W90 [08:38]: 20 events, n_users=3, dominant=Quiz attempt viewed",,,,,
